artist_name,album_release_year,album_name,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key_name,mode_name,duration_ms,explicit,artist_genre,artist_popularity,artist_followers
Bruno Mars,2016,24K Magic,24K Magic,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,C#,major,225983,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2016,24K Magic,Chunky,0.571,0.539,5,-4.446,0,0.116,0.0208,0,0.125,0.727,202.103,F,minor,186973,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2016,24K Magic,Perm,0.853,0.871,8,-3.715,1,0.0851,0.0145,6.84e-5,0.198,0.863,124.021,G#,major,210053,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2016,24K Magic,That's What I Like,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,C#,major,206693,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2016,24K Magic,Versace on the Floor,0.578,0.574,2,-6.209,1,0.0454,0.196,0,0.083,0.301,174.152,D,major,261240,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2016,24K Magic,Straight up & Down,0.552,0.733,3,-6.898,0,0.0933,0.0209,0,0.0858,0.643,143.56,D#,minor,198186,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2016,24K Magic,Calling All My Lovelies,0.662,0.705,1,-6.56,0,0.0399,0.0392,2.38e-6,0.105,0.865,159.996,C#,minor,250080,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2016,24K Magic,Finesse,0.741,0.798,5,-5.342,0,0.0718,0.00781,0,0.0232,0.939,104.953,F,minor,191000,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2016,24K Magic,Too Good to Say Goodbye,0.587,0.63,2,-6.054,1,0.0311,0.0389,0,0.35,0.433,76.97,D,major,281826,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Young Girls,0.561,0.749,6,-4.951,0,0.032,0.461,1.82e-6,0.205,0.501,125.986,F#,minor,228720,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Locked out of Heaven,0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,F,major,233478,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Gorilla,0.719,0.562,7,-6.608,1,0.0381,0.453,4.5e-6,0.0974,0.622,139.96,G,major,244480,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Treasure,0.872,0.699,5,-5.071,0,0.0349,0.0291,1.21e-4,0.0639,0.934,116.033,F,minor,176093,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Moonshine,0.705,0.784,2,-4.351,1,0.0279,0.211,4.3e-6,0.0813,0.418,104.98,D,major,228573,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,When I Was Your Man,0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,C,major,213826,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Natalie,0.76,0.733,7,-6.704,1,0.0504,0.15,0,0.0647,0.611,111.975,G,major,225026,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Show Me,0.743,0.706,5,-5.728,1,0.0535,0.0461,0,0.204,0.514,77.989,F,major,207560,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Money Make Her Smile,0.754,0.677,0,-6.555,1,0.0709,0.0943,7.39e-5,0.153,0.78,93.022,C,major,203973,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,If I Knew,0.522,0.413,3,-5.86,1,0.0316,0.722,0,0.0854,0.49,175.972,D#,major,132640,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Young Girls,0.561,0.749,6,-4.951,0,0.032,0.461,1.82e-6,0.205,0.501,125.986,F#,minor,228720,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Locked out of Heaven,0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,F,major,233478,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Gorilla,0.717,0.544,7,-6.598,1,0.0371,0.445,5.16e-6,0.0973,0.641,139.959,G,major,244493,TRUE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Treasure,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-5,0.324,0.937,116.017,F,minor,178560,TRUE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Moonshine,0.705,0.784,2,-4.351,1,0.0279,0.211,4.3e-6,0.0813,0.418,104.98,D,major,228573,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,When I Was Your Man,0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,C,major,213826,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Natalie,0.76,0.733,7,-6.704,1,0.0504,0.15,0,0.0647,0.611,111.975,G,major,225026,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Show Me,0.743,0.706,5,-5.728,1,0.0535,0.0461,0,0.204,0.514,77.989,F,major,207560,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Money Make Her Smile,0.754,0.677,0,-6.555,1,0.0709,0.0943,7.39e-5,0.153,0.78,93.022,C,major,203973,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,If I Knew,0.522,0.413,3,-5.86,1,0.0316,0.722,0,0.0854,0.49,175.972,D#,major,132640,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Young Girls,0.562,0.748,6,-4.811,0,0.0318,0.458,3.27e-6,0.121,0.56,125.967,F#,minor,228720,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Locked out of Heaven,0.728,0.697,5,-4.125,1,0.0456,0.0556,0,0.282,0.87,143.986,F,major,233653,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Gorilla,0.721,0.547,7,-6.539,1,0.0367,0.469,1.17e-5,0.0969,0.667,139.99,G,major,244493,TRUE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Treasure,0.874,0.687,5,-5.253,0,0.0426,0.034,7.59e-5,0.324,0.92,116.054,F,minor,178560,TRUE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Moonshine,0.706,0.773,2,-4.383,1,0.0276,0.205,1.8e-5,0.0756,0.457,104.987,D,major,228573,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,When I Was Your Man,0.601,0.271,0,-8.688,1,0.0403,0.937,0,0.144,0.411,145.494,C,major,213826,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Natalie,0.761,0.729,7,-6.539,1,0.0503,0.152,0,0.0696,0.667,111.994,G,major,225026,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Show Me,0.745,0.687,0,-5.7,1,0.0616,0.0536,0,0.207,0.539,77.979,C,major,207560,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,Money Make Her Smile,0.755,0.664,0,-6.4,1,0.075,0.0945,3.89e-5,0.14,0.778,93.011,C,major,203973,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2012,Unorthodox Jukebox,If I Knew,0.472,0.437,3,-5.739,1,0.0327,0.72,0,0.0858,0.442,175.797,D#,major,132640,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2010,Doo-Wops & Hooligans,Grenade,0.706,0.558,2,-7.237,0,0.0593,0.146,0,0.118,0.227,110.443,D,minor,223253,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2010,Doo-Wops & Hooligans,Just the Way You Are,0.637,0.843,5,-5.413,1,0.0432,0.0151,0,0.0876,0.434,109.012,F,major,220733,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2010,Doo-Wops & Hooligans,Our First Time,0.705,0.451,9,-8.221,0,0.0429,0.381,0,0.276,0.868,77.998,A,minor,243013,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2010,Doo-Wops & Hooligans,Runaway Baby,0.656,0.767,11,-3.038,1,0.0396,0.25,0,0.114,0.871,163.834,B,major,147746,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2010,Doo-Wops & Hooligans,The Lazy Song,0.738,0.804,11,-3.851,1,0.0621,0.332,0,0.279,0.949,174.943,B,major,190213,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2010,Doo-Wops & Hooligans,Marry You,0.62,0.832,10,-4.848,1,0.036,0.332,0,0.104,0.481,144.926,A#,major,230120,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2010,Doo-Wops & Hooligans,Talking to the Moon,0.523,0.606,1,-4.754,0,0.0301,0.512,0,0.106,0.065,145.837,C#,minor,217866,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2010,Doo-Wops & Hooligans,Liquor Store Blues (feat. Damian Marley),0.691,0.824,1,-3.925,0,0.0731,0.11,0,0.353,0.685,75.516,C#,minor,229373,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2010,Doo-Wops & Hooligans,Count on Me,0.577,0.397,0,-5.98,1,0.028,0.84,0,0.0772,0.509,89.044,C,major,197373,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2010,Doo-Wops & Hooligans,The Other Side (feat. CeeLo Green and B.o.B),0.559,0.807,5,-3.887,0,0.0304,0.117,4.46e-6,0.148,0.543,140.081,F,minor,227760,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2010,Doo-Wops & Hooligans,Somewhere in Brooklyn,0.701,0.579,10,-5.673,1,0.0412,0.569,0,0.255,0.349,129.969,A#,major,181653,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2010,Doo-Wops & Hooligans,Talking to the Moon - Acoustic Piano,0.354,0.333,4,-6.423,1,0.0324,0.867,0,0.107,0.209,101.145,E,major,217773,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2010,Doo-Wops & Hooligans,Grenade,0.706,0.558,2,-7.237,0,0.0593,0.146,0,0.118,0.227,110.443,D,minor,223253,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2010,Doo-Wops & Hooligans,Just the Way You Are,0.637,0.843,5,-5.413,1,0.0432,0.0151,0,0.0876,0.434,109.012,F,major,220733,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2010,Doo-Wops & Hooligans,Our First Time,0.705,0.451,9,-8.221,0,0.0429,0.381,0,0.276,0.868,77.998,A,minor,243013,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2010,Doo-Wops & Hooligans,Runaway Baby,0.656,0.767,11,-3.038,1,0.0396,0.25,0,0.114,0.871,163.834,B,major,147746,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2010,Doo-Wops & Hooligans,The Lazy Song,0.738,0.804,11,-3.851,1,0.0621,0.332,0,0.279,0.949,174.943,B,major,190213,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2010,Doo-Wops & Hooligans,Marry You,0.62,0.832,10,-4.848,1,0.036,0.332,0,0.104,0.481,144.926,A#,major,230120,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2010,Doo-Wops & Hooligans,Talking to the Moon,0.523,0.606,1,-4.754,0,0.0301,0.512,0,0.106,0.065,145.837,C#,minor,217866,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2010,Doo-Wops & Hooligans,Liquor Store Blues (feat. Damian Marley),0.691,0.824,1,-3.925,0,0.0731,0.11,0,0.353,0.685,75.516,C#,minor,229373,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2010,Doo-Wops & Hooligans,Count on Me,0.577,0.397,0,-5.98,1,0.028,0.84,0,0.0772,0.509,89.044,C,major,197373,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Bruno Mars,2010,Doo-Wops & Hooligans,The Other Side (feat. CeeLo Green and B.o.B),0.559,0.807,5,-3.887,0,0.0304,0.117,4.46e-6,0.148,0.543,140.081,F,minor,227760,FALSE,"c(""dance pop"", ""pop"", ""post-teen pop"")",93,30032175
Daniel Caesar,2019,CASE STUDY 01,ENTROPY,0.642,0.527,2,-9.444,1,0.0534,0.808,4.28e-5,0.154,0.566,133.062,D,major,261291,FALSE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2019,CASE STUDY 01,CYANIDE,0.589,0.652,10,-7.498,1,0.373,0.704,5.5e-4,0.125,0.486,158.49,A#,major,194959,TRUE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2019,CASE STUDY 01,LOVE AGAIN,0.553,0.441,5,-6.411,1,0.0918,0.41,2.57e-6,0.107,0.525,76.988,F,major,214277,FALSE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2019,CASE STUDY 01,FRONTAL LOBE MUZIK,0.681,0.568,11,-6.264,0,0.136,0.439,1.73e-4,0.446,0.301,140.004,B,minor,229401,TRUE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2019,CASE STUDY 01,OPEN UP,0.84,0.192,6,-12.843,1,0.0514,0.409,6e-6,0.101,0.31,114.93,F#,major,266226,TRUE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2019,CASE STUDY 01,RESTORE THE FEELING,0.541,0.393,10,-13.19,1,0.262,0.615,3.4e-5,0.192,0.564,58.387,A#,major,214011,TRUE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2019,CASE STUDY 01,SUPERPOSITION,0.589,0.279,4,-11.209,1,0.0408,0.911,1.28e-4,0.087,0.333,115.656,E,major,263794,TRUE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2019,CASE STUDY 01,TOO DEEP TO TURN BACK,0.567,0.436,9,-10.326,1,0.0571,0.778,0,0.188,0.252,149.987,A,major,318533,TRUE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2019,CASE STUDY 01,COMPLEXITIES,0.514,0.204,11,-8.917,0,0.0665,0.66,0.00457,0.262,0.247,123.111,B,minor,230585,FALSE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2019,CASE STUDY 01,ARE YOU OK?,0.391,0.415,0,-11.665,1,0.0398,0.573,0.00188,0.242,0.0789,99.035,C,major,392696,TRUE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2017,Freudian,Get You (feat. Kali Uchis),0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-5,0.0749,0.358,74.038,E,minor,278179,FALSE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2017,Freudian,Best Part (feat. H.E.R.),0.524,0.364,7,-10.209,1,0.0367,0.808,0,0.1,0.436,75.24,G,major,209831,FALSE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2017,Freudian,Hold Me Down,0.463,0.427,8,-9.799,0,0.0549,0.628,5.65e-4,0.0911,0.231,116.059,G#,minor,231267,FALSE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2017,Freudian,Neu Roses (Transgressor's Song),0.543,0.327,0,-12.749,1,0.0625,0.933,1.22e-6,0.685,0.291,68.974,C,major,181908,TRUE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2017,Freudian,Loose,0.198,0.162,1,-15.815,1,0.0343,0.926,0.00896,0.135,0.0527,70.453,C#,major,185522,FALSE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2017,Freudian,We Find Love,0.51,0.363,5,-8.635,1,0.0304,0.853,0,0.109,0.426,78,F,major,254919,FALSE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2017,Freudian,Blessed,0.448,0.263,11,-11.98,1,0.0373,0.824,1.91e-6,0.106,0.451,109.889,B,major,241370,FALSE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2017,Freudian,Take Me Away (feat. Syd),0.395,0.409,6,-8.58,1,0.056,0.708,1.62e-5,0.0982,0.193,74.088,F#,major,226116,TRUE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2017,Freudian,Transform (feat. Charlotte Day Wilson),0.498,0.292,5,-10.656,1,0.031,0.511,1.9e-5,0.256,0.348,68.963,F,major,280586,FALSE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2017,Freudian,Freudian,0.355,0.298,8,-12.277,1,0.0581,0.31,0.00266,0.185,0.0714,115.823,G#,major,602296,TRUE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2015,Pilgrim's Paradise,Trinity Bellwoods,0.152,0.654,7,-26.704,0,0.0713,0.432,0.779,0.86,0.0318,102.918,G,minor,29477,FALSE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2015,Pilgrim's Paradise,Death & Taxes,0.448,0.328,7,-11.132,1,0.0351,0.803,9.34e-5,0.347,0.209,113.941,G,major,305081,FALSE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2015,Pilgrim's Paradise,Paradise (feat. Badbadnotgood & Sean Leon),0.437,0.792,8,-6.792,1,0.0354,0.0574,1.46e-6,0.22,0.402,83.961,G#,major,266470,TRUE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2015,Pilgrim's Paradise,A Cappella,0.191,0.314,9,-10.949,0,0.0347,0.862,2.57e-6,0.171,0.121,70.03,A,minor,88916,FALSE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2015,Pilgrim's Paradise,Streetcar,0.41,0.298,3,-11.796,1,0.0473,0.721,0,0.158,0.142,109.651,D#,major,246972,FALSE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2015,Pilgrim's Paradise,Show No Regret,0.378,0.679,2,-6.28,1,0.0408,0.013,2.75e-4,0.11,0.129,132.046,D,major,303970,FALSE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Daniel Caesar,2015,Pilgrim's Paradise,Little Rowboat,0.596,0.191,2,-12.623,0,0.0326,0.774,2.9e-6,0.0622,0.374,75.786,D,minor,225254,TRUE,"c(""canadian contemporary r&b"", ""pop"", ""r&b"")",89,2599981
Billie Eilish,2019,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",!!!!!!!,0,0.278,1,-21.63,1,0,0.768,0,0.669,0,0,C#,major,13578,FALSE,"c(""electropop"", ""pop"")",92,41982085
Billie Eilish,2019,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bad guy,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,G,major,194087,FALSE,"c(""electropop"", ""pop"")",92,41982085
Billie Eilish,2019,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",xanny,0.521,0.125,9,-17.832,1,0.239,0.751,0.00207,0.265,0.0528,111.554,A,major,243725,FALSE,"c(""electropop"", ""pop"")",92,41982085
Billie Eilish,2019,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",you should see me in a crown,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,E,major,180952,FALSE,"c(""electropop"", ""pop"")",92,41982085
Billie Eilish,2019,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",all the good girls go to hell,0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,G#,minor,168839,FALSE,"c(""electropop"", ""pop"")",92,41982085
Billie Eilish,2019,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",wish you were gay,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-6,0.752,0.282,118.028,G,major,221543,FALSE,"c(""electropop"", ""pop"")",92,41982085
Billie Eilish,2019,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",when the party's over,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-5,0.0897,0.198,82.642,E,major,196077,FALSE,"c(""electropop"", ""pop"")",92,41982085
Billie Eilish,2019,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",8,0.735,0.235,3,-13.239,1,0.315,0.698,0.00604,0.107,0.462,62.446,D#,major,173201,FALSE,"c(""electropop"", ""pop"")",92,41982085
Billie Eilish,2019,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",my strange addiction,0.939,0.305,8,-10.952,0,0.354,0.35,1.69e-4,0.105,0.563,100.029,G#,minor,179889,FALSE,"c(""electropop"", ""pop"")",92,41982085
Billie Eilish,2019,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bury a friend,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,G#,major,193143,FALSE,"c(""electropop"", ""pop"")",92,41982085
Billie Eilish,2019,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",ilomilo,0.855,0.423,5,-15.044,0,0.0585,0.724,0.469,0.0896,0.572,120.02,F,minor,156370,FALSE,"c(""electropop"", ""pop"")",92,41982085
Billie Eilish,2019,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",listen before i go,0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764,C,major,242652,FALSE,"c(""electropop"", ""pop"")",92,41982085
Billie Eilish,2019,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",i love you,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,C,major,291796,FALSE,"c(""electropop"", ""pop"")",92,41982085
Billie Eilish,2019,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",goodbye,0.153,0.138,6,-21.877,0,0.0503,0.837,0.55,0.254,0.0503,74.318,F#,minor,119409,FALSE,"c(""electropop"", ""pop"")",92,41982085
Nicki Minaj,2018,Queen,Ganja Burn,0.754,0.903,1,-2.835,0,0.0628,0.158,0.00203,0.124,0.761,108.996,C#,minor,294186,TRUE,"c(""dance pop"", ""hip pop"", ""pop"", ""pop rap"", ""post-teen pop"", ""queens hip hop"")",90,21030579
Nicki Minaj,2018,Queen,Majesty (with Labrinth & feat. Eminem),0.837,0.731,11,-5.209,0,0.18,0.31,0,0.105,0.566,78.533,B,minor,295653,TRUE,"c(""dance pop"", ""hip pop"", ""pop"", ""pop rap"", ""post-teen pop"", ""queens hip hop"")",90,21030579
Nicki Minaj,2018,Queen,Barbie Dreams,0.852,0.787,8,-4.134,0,0.334,0.315,0,0.194,0.701,87.976,G#,minor,279866,TRUE,"c(""dance pop"", ""hip pop"", ""pop"", ""pop rap"", ""post-teen pop"", ""queens hip hop"")",90,21030579
Nicki Minaj,2018,Queen,Rich Sex (feat. Lil Wayne),0.878,0.634,9,-5.098,1,0.259,0.0522,0,0.0785,0.567,146.976,A,major,192600,TRUE,"c(""dance pop"", ""hip pop"", ""pop"", ""pop rap"", ""post-teen pop"", ""queens hip hop"")",90,21030579
Nicki Minaj,2018,Queen,Hard White,0.763,0.737,2,-3.403,1,0.21,0.0786,0.0283,0.141,0.273,174.004,D,major,193893,TRUE,"c(""dance pop"", ""hip pop"", ""pop"", ""pop rap"", ""post-teen pop"", ""queens hip hop"")",90,21030579
Nicki Minaj,2018,Queen,Bed (feat. Ariana Grande),0.769,0.73,7,-6.293,1,0.179,0.0337,6.09e-5,0.125,0.448,89.981,G,major,189533,TRUE,"c(""dance pop"", ""hip pop"", ""pop"", ""pop rap"", ""post-teen pop"", ""queens hip hop"")",90,21030579
Nicki Minaj,2018,Queen,Thought I Knew You (feat. The Weeknd),0.771,0.714,1,-5.903,1,0.0449,0.0349,0.00196,0.0862,0.466,150.021,C#,major,198280,TRUE,"c(""dance pop"", ""hip pop"", ""pop"", ""pop rap"", ""post-teen pop"", ""queens hip hop"")",90,21030579
Nicki Minaj,2018,Queen,Run & Hide,0.806,0.414,4,-8.043,0,0.484,0.0945,0.194,0.108,0.331,173.913,E,minor,154600,TRUE,"c(""dance pop"", ""hip pop"", ""pop"", ""pop rap"", ""post-teen pop"", ""queens hip hop"")",90,21030579
Nicki Minaj,2018,Queen,Chun Swae (feat. Swae Lee),0.848,0.422,10,-8.019,0,0.0651,0.0651,0.00145,0.137,0.212,141.008,A#,minor,370440,TRUE,"c(""dance pop"", ""hip pop"", ""pop"", ""pop rap"", ""post-teen pop"", ""queens hip hop"")",90,21030579
Nicki Minaj,2018,Queen,Chun-Li,0.686,0.728,6,-5.083,0,0.376,0.276,4.66e-5,0.106,0.473,128.972,F#,minor,191600,TRUE,"c(""dance pop"", ""hip pop"", ""pop"", ""pop rap"", ""post-teen pop"", ""queens hip hop"")",90,21030579
